low_res,high_res
./dataset/train/low_res/466.png,./dataset/train/high_res/466.png
./dataset/train/low_res/467.png,./dataset/train/high_res/467.png
./dataset/train/low_res/468.png,./dataset/train/high_res/468.png
./dataset/train/low_res/469.png,./dataset/train/high_res/469.png
./dataset/train/low_res/470.png,./dataset/train/high_res/470.png
./dataset/train/low_res/471.png,./dataset/train/high_res/471.png
./dataset/train/low_res/472.png,./dataset/train/high_res/472.png
./dataset/train/low_res/473.png,./dataset/train/high_res/473.png
./dataset/train/low_res/474.png,./dataset/train/high_res/474.png
./dataset/train/low_res/475.png,./dataset/train/high_res/475.png
./dataset/train/low_res/476.png,./dataset/train/high_res/476.png
./dataset/train/low_res/477.png,./dataset/train/high_res/477.png
./dataset/train/low_res/478.png,./dataset/train/high_res/478.png
./dataset/train/low_res/479.png,./dataset/train/high_res/479.png
./dataset/train/low_res/480.png,./dataset/train/high_res/480.png
./dataset/train/low_res/481.png,./dataset/train/high_res/481.png
./dataset/train/low_res/482.png,./dataset/train/high_res/482.png
./dataset/train/low_res/483.png,./dataset/train/high_res/483.png
./dataset/train/low_res/484.png,./dataset/train/high_res/484.png
./dataset/train/low_res/485.png,./dataset/train/high_res/485.png
./dataset/train/low_res/486.png,./dataset/train/high_res/486.png
./dataset/train/low_res/487.png,./dataset/train/high_res/487.png
./dataset/train/low_res/488.png,./dataset/train/high_res/488.png
./dataset/train/low_res/489.png,./dataset/train/high_res/489.png
./dataset/train/low_res/490.png,./dataset/train/high_res/490.png
./dataset/train/low_res/491.png,./dataset/train/high_res/491.png
./dataset/train/low_res/492.png,./dataset/train/high_res/492.png
./dataset/train/low_res/493.png,./dataset/train/high_res/493.png
./dataset/train/low_res/494.png,./dataset/train/high_res/494.png
./dataset/train/low_res/495.png,./dataset/train/high_res/495.png
./dataset/train/low_res/496.png,./dataset/train/high_res/496.png
./dataset/train/low_res/497.png,./dataset/train/high_res/497.png
./dataset/train/low_res/498.png,./dataset/train/high_res/498.png
./dataset/train/low_res/499.png,./dataset/train/high_res/499.png
./dataset/train/low_res/500.png,./dataset/train/high_res/500.png
./dataset/train/low_res/501.png,./dataset/train/high_res/501.png
./dataset/train/low_res/502.png,./dataset/train/high_res/502.png
./dataset/train/low_res/503.png,./dataset/train/high_res/503.png
./dataset/train/low_res/504.png,./dataset/train/high_res/504.png
./dataset/train/low_res/505.png,./dataset/train/high_res/505.png
./dataset/train/low_res/506.png,./dataset/train/high_res/506.png
./dataset/train/low_res/507.png,./dataset/train/high_res/507.png
./dataset/train/low_res/508.png,./dataset/train/high_res/508.png
./dataset/train/low_res/509.png,./dataset/train/high_res/509.png
./dataset/train/low_res/510.png,./dataset/train/high_res/510.png
./dataset/train/low_res/511.png,./dataset/train/high_res/511.png
./dataset/train/low_res/512.png,./dataset/train/high_res/512.png
./dataset/train/low_res/513.png,./dataset/train/high_res/513.png
./dataset/train/low_res/514.png,./dataset/train/high_res/514.png
./dataset/train/low_res/515.png,./dataset/train/high_res/515.png
./dataset/train/low_res/516.png,./dataset/train/high_res/516.png
./dataset/train/low_res/517.png,./dataset/train/high_res/517.png
./dataset/train/low_res/518.png,./dataset/train/high_res/518.png
./dataset/train/low_res/519.png,./dataset/train/high_res/519.png
./dataset/train/low_res/520.png,./dataset/train/high_res/520.png
./dataset/train/low_res/521.png,./dataset/train/high_res/521.png
./dataset/train/low_res/522.png,./dataset/train/high_res/522.png
./dataset/train/low_res/523.png,./dataset/train/high_res/523.png
./dataset/train/low_res/524.png,./dataset/train/high_res/524.png
./dataset/train/low_res/525.png,./dataset/train/high_res/525.png
./dataset/train/low_res/526.png,./dataset/train/high_res/526.png
./dataset/train/low_res/527.png,./dataset/train/high_res/527.png
./dataset/train/low_res/528.png,./dataset/train/high_res/528.png
./dataset/train/low_res/529.png,./dataset/train/high_res/529.png
./dataset/train/low_res/530.png,./dataset/train/high_res/530.png
./dataset/train/low_res/531.png,./dataset/train/high_res/531.png
./dataset/train/low_res/532.png,./dataset/train/high_res/532.png
./dataset/train/low_res/533.png,./dataset/train/high_res/533.png
./dataset/train/low_res/534.png,./dataset/train/high_res/534.png
./dataset/train/low_res/535.png,./dataset/train/high_res/535.png
./dataset/train/low_res/536.png,./dataset/train/high_res/536.png
./dataset/train/low_res/537.png,./dataset/train/high_res/537.png
./dataset/train/low_res/538.png,./dataset/train/high_res/538.png
./dataset/train/low_res/539.png,./dataset/train/high_res/539.png
./dataset/train/low_res/540.png,./dataset/train/high_res/540.png
./dataset/train/low_res/541.png,./dataset/train/high_res/541.png
./dataset/train/low_res/542.png,./dataset/train/high_res/542.png
./dataset/train/low_res/543.png,./dataset/train/high_res/543.png
./dataset/train/low_res/544.png,./dataset/train/high_res/544.png
./dataset/train/low_res/545.png,./dataset/train/high_res/545.png
./dataset/train/low_res/546.png,./dataset/train/high_res/546.png
./dataset/train/low_res/547.png,./dataset/train/high_res/547.png
./dataset/train/low_res/548.png,./dataset/train/high_res/548.png
./dataset/train/low_res/549.png,./dataset/train/high_res/549.png
./dataset/train/low_res/550.png,./dataset/train/high_res/550.png
./dataset/train/low_res/551.png,./dataset/train/high_res/551.png
./dataset/train/low_res/552.png,./dataset/train/high_res/552.png
./dataset/train/low_res/553.png,./dataset/train/high_res/553.png
./dataset/train/low_res/554.png,./dataset/train/high_res/554.png
./dataset/train/low_res/555.png,./dataset/train/high_res/555.png
./dataset/train/low_res/556.png,./dataset/train/high_res/556.png
./dataset/train/low_res/557.png,./dataset/train/high_res/557.png
./dataset/train/low_res/558.png,./dataset/train/high_res/558.png
./dataset/train/low_res/559.png,./dataset/train/high_res/559.png
./dataset/train/low_res/560.png,./dataset/train/high_res/560.png
./dataset/train/low_res/561.png,./dataset/train/high_res/561.png
./dataset/train/low_res/562.png,./dataset/train/high_res/562.png
./dataset/train/low_res/563.png,./dataset/train/high_res/563.png
./dataset/train/low_res/564.png,./dataset/train/high_res/564.png
./dataset/train/low_res/565.png,./dataset/train/high_res/565.png
./dataset/train/low_res/566.png,./dataset/train/high_res/566.png
./dataset/train/low_res/567.png,./dataset/train/high_res/567.png
./dataset/train/low_res/568.png,./dataset/train/high_res/568.png
./dataset/train/low_res/569.png,./dataset/train/high_res/569.png
./dataset/train/low_res/570.png,./dataset/train/high_res/570.png
./dataset/train/low_res/571.png,./dataset/train/high_res/571.png
./dataset/train/low_res/572.png,./dataset/train/high_res/572.png
./dataset/train/low_res/573.png,./dataset/train/high_res/573.png
./dataset/train/low_res/574.png,./dataset/train/high_res/574.png
./dataset/train/low_res/575.png,./dataset/train/high_res/575.png
./dataset/train/low_res/576.png,./dataset/train/high_res/576.png
./dataset/train/low_res/577.png,./dataset/train/high_res/577.png
./dataset/train/low_res/578.png,./dataset/train/high_res/578.png
./dataset/train/low_res/579.png,./dataset/train/high_res/579.png
./dataset/train/low_res/580.png,./dataset/train/high_res/580.png
./dataset/train/low_res/581.png,./dataset/train/high_res/581.png
./dataset/train/low_res/582.png,./dataset/train/high_res/582.png
./dataset/train/low_res/583.png,./dataset/train/high_res/583.png
./dataset/train/low_res/584.png,./dataset/train/high_res/584.png
./dataset/train/low_res/585.png,./dataset/train/high_res/585.png
./dataset/train/low_res/586.png,./dataset/train/high_res/586.png
./dataset/train/low_res/587.png,./dataset/train/high_res/587.png
./dataset/train/low_res/588.png,./dataset/train/high_res/588.png
./dataset/train/low_res/589.png,./dataset/train/high_res/589.png
./dataset/train/low_res/590.png,./dataset/train/high_res/590.png
./dataset/train/low_res/591.png,./dataset/train/high_res/591.png
./dataset/train/low_res/592.png,./dataset/train/high_res/592.png
./dataset/train/low_res/593.png,./dataset/train/high_res/593.png
./dataset/train/low_res/594.png,./dataset/train/high_res/594.png
./dataset/train/low_res/595.png,./dataset/train/high_res/595.png
./dataset/train/low_res/596.png,./dataset/train/high_res/596.png
./dataset/train/low_res/597.png,./dataset/train/high_res/597.png
./dataset/train/low_res/598.png,./dataset/train/high_res/598.png
./dataset/train/low_res/599.png,./dataset/train/high_res/599.png
./dataset/train/low_res/600.png,./dataset/train/high_res/600.png
./dataset/train/low_res/601.png,./dataset/train/high_res/601.png
./dataset/train/low_res/602.png,./dataset/train/high_res/602.png
./dataset/train/low_res/603.png,./dataset/train/high_res/603.png
./dataset/train/low_res/604.png,./dataset/train/high_res/604.png
./dataset/train/low_res/605.png,./dataset/train/high_res/605.png
./dataset/train/low_res/606.png,./dataset/train/high_res/606.png
./dataset/train/low_res/607.png,./dataset/train/high_res/607.png
./dataset/train/low_res/608.png,./dataset/train/high_res/608.png
./dataset/train/low_res/609.png,./dataset/train/high_res/609.png
./dataset/train/low_res/610.png,./dataset/train/high_res/610.png
./dataset/train/low_res/611.png,./dataset/train/high_res/611.png
./dataset/train/low_res/612.png,./dataset/train/high_res/612.png
./dataset/train/low_res/613.png,./dataset/train/high_res/613.png
./dataset/train/low_res/614.png,./dataset/train/high_res/614.png
./dataset/train/low_res/615.png,./dataset/train/high_res/615.png
./dataset/train/low_res/616.png,./dataset/train/high_res/616.png
./dataset/train/low_res/617.png,./dataset/train/high_res/617.png
./dataset/train/low_res/618.png,./dataset/train/high_res/618.png
./dataset/train/low_res/619.png,./dataset/train/high_res/619.png
./dataset/train/low_res/620.png,./dataset/train/high_res/620.png
./dataset/train/low_res/621.png,./dataset/train/high_res/621.png
./dataset/train/low_res/622.png,./dataset/train/high_res/622.png
./dataset/train/low_res/623.png,./dataset/train/high_res/623.png
./dataset/train/low_res/624.png,./dataset/train/high_res/624.png
./dataset/train/low_res/625.png,./dataset/train/high_res/625.png
./dataset/train/low_res/626.png,./dataset/train/high_res/626.png
./dataset/train/low_res/627.png,./dataset/train/high_res/627.png
./dataset/train/low_res/628.png,./dataset/train/high_res/628.png
./dataset/train/low_res/629.png,./dataset/train/high_res/629.png
./dataset/train/low_res/630.png,./dataset/train/high_res/630.png
./dataset/train/low_res/631.png,./dataset/train/high_res/631.png
./dataset/train/low_res/632.png,./dataset/train/high_res/632.png
./dataset/train/low_res/633.png,./dataset/train/high_res/633.png
./dataset/train/low_res/634.png,./dataset/train/high_res/634.png
./dataset/train/low_res/635.png,./dataset/train/high_res/635.png
./dataset/train/low_res/636.png,./dataset/train/high_res/636.png
./dataset/train/low_res/637.png,./dataset/train/high_res/637.png
./dataset/train/low_res/638.png,./dataset/train/high_res/638.png
./dataset/train/low_res/639.png,./dataset/train/high_res/639.png
./dataset/train/low_res/640.png,./dataset/train/high_res/640.png
./dataset/train/low_res/641.png,./dataset/train/high_res/641.png
./dataset/train/low_res/642.png,./dataset/train/high_res/642.png
./dataset/train/low_res/643.png,./dataset/train/high_res/643.png
./dataset/train/low_res/644.png,./dataset/train/high_res/644.png
./dataset/train/low_res/645.png,./dataset/train/high_res/645.png
./dataset/train/low_res/646.png,./dataset/train/high_res/646.png
./dataset/train/low_res/647.png,./dataset/train/high_res/647.png
./dataset/train/low_res/648.png,./dataset/train/high_res/648.png
./dataset/train/low_res/649.png,./dataset/train/high_res/649.png
./dataset/train/low_res/650.png,./dataset/train/high_res/650.png
./dataset/train/low_res/651.png,./dataset/train/high_res/651.png
./dataset/train/low_res/652.png,./dataset/train/high_res/652.png
./dataset/train/low_res/653.png,./dataset/train/high_res/653.png
./dataset/train/low_res/654.png,./dataset/train/high_res/654.png
./dataset/train/low_res/655.png,./dataset/train/high_res/655.png
./dataset/train/low_res/656.png,./dataset/train/high_res/656.png
./dataset/train/low_res/657.png,./dataset/train/high_res/657.png
./dataset/train/low_res/658.png,./dataset/train/high_res/658.png
./dataset/train/low_res/659.png,./dataset/train/high_res/659.png
./dataset/train/low_res/660.png,./dataset/train/high_res/660.png
./dataset/train/low_res/661.png,./dataset/train/high_res/661.png
./dataset/train/low_res/662.png,./dataset/train/high_res/662.png
./dataset/train/low_res/663.png,./dataset/train/high_res/663.png
./dataset/train/low_res/664.png,./dataset/train/high_res/664.png
./dataset/train/low_res/665.png,./dataset/train/high_res/665.png
./dataset/train/low_res/666.png,./dataset/train/high_res/666.png
./dataset/train/low_res/667.png,./dataset/train/high_res/667.png
./dataset/train/low_res/668.png,./dataset/train/high_res/668.png
./dataset/train/low_res/669.png,./dataset/train/high_res/669.png
./dataset/train/low_res/670.png,./dataset/train/high_res/670.png
./dataset/train/low_res/671.png,./dataset/train/high_res/671.png
./dataset/train/low_res/672.png,./dataset/train/high_res/672.png
./dataset/train/low_res/673.png,./dataset/train/high_res/673.png
./dataset/train/low_res/674.png,./dataset/train/high_res/674.png
./dataset/train/low_res/675.png,./dataset/train/high_res/675.png
./dataset/train/low_res/676.png,./dataset/train/high_res/676.png
./dataset/train/low_res/677.png,./dataset/train/high_res/677.png
./dataset/train/low_res/678.png,./dataset/train/high_res/678.png
./dataset/train/low_res/679.png,./dataset/train/high_res/679.png
./dataset/train/low_res/680.png,./dataset/train/high_res/680.png
./dataset/train/low_res/681.png,./dataset/train/high_res/681.png
./dataset/train/low_res/682.png,./dataset/train/high_res/682.png
./dataset/train/low_res/683.png,./dataset/train/high_res/683.png
./dataset/train/low_res/684.png,./dataset/train/high_res/684.png
